Title,Location,Price,Size,Size_unit,Listing_Type
Unfurnished Monthly in Muscat Al Mawaleh,Al Mawaleh,100 OMR,140.0,Sq. M.,For Rent
Furnished Monthly in Muscat Ghubrah,Ghubrah,150 OMR,140.0,Sq. M.,For Rent
60 m2 Studio Apartments for Rent in Muscat Azaiba,Azaiba,185 OMR,60.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,100.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,Al Mawaleh,8 OMR,100.0,Sq. M.,For Rent
1 Bedroom Chalet for Rent in Muscat Al Maabilah,Al Maabilah,15 OMR,250.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,120.0,Sq. M.,For Rent
317 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khoud,Al Khoud,500 OMR,317.0,Sq. M.,For Rent
250 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,250.0,Sq. M.,For Rent
Furnished Daily in Muscat Bosher,Bosher,16 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Muscat Bosher,Bosher,27 OMR,140.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,Sohar,14 OMR,100.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Maabilah,Al Maabilah,5 OMR,140.0,Sq. M.,For Rent
36 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,20 OMR,36.0,Sq. M.,For Rent
Furnished Daily in Muscat Al-Sifah,Al-Sifah,50 OMR,140.0,Sq. M.,For Rent
75 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,15 OMR,75.0,Sq. M.,For Rent
35 m2 Studio Apartments for Rent in Dhofar Salala,Salala,17 OMR,35.0,Sq. M.,For Rent
Unfurnished Monthly in,Muscat Al Khuwair,110 OMR,140.0,Sq. M.,For Rent
89 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,Mirbat,40 OMR,89.0,Sq. M.,For Rent
60 ft² 1 Bedroom Apartments for Rent in Muscat Bosher,Bosher,22 OMR,140.0,Sq. M.,For Rent
17 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,Sohar,9 OMR,17.0,Sq. M.,For Rent
Furnished Daily in Muscat Bosher,Bosher,25 OMR,140.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,60 OMR,300.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,Chat,120.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Al Khaboura,Al Khaboura,45 OMR,200.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Bosher,Bosher,270 OMR,100.0,Sq. M.,For Rent
5 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,55 OMR,800.0,Sq. M.,For Rent
65 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,45 OMR,65.0,Sq. M.,For Rent
102 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,Al Mawaleh,200 OMR,102.0,Sq. M.,For Rent
208 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,208.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,40 OMR,400.0,Sq. M.,For Rent
4 Bedrooms Chalet for Rent in Dhofar Salala,Salala,60 OMR,250.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Maabilah,Al Maabilah,75 OMR,140.0,Sq. M.,For Rent
330 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,100 OMR,330.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khoud,Al Khoud,90 OMR,140.0,Sq. M.,For Rent
150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,150.0,Sq. M.,For Rent
45 m2 Studio Apartments for Rent in Dhofar Salala,Salala,20 OMR,45.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Mawaleh,Al Mawaleh,120 OMR,140.0,Sq. M.,For Rent
20 m2 Studio Apartments for Rent in Muscat Al Khoud,Al Khoud,160 OMR,20.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Khoud,Al Khoud,10 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Maabilah,Al Maabilah,10 OMR,140.0,Sq. M.,For Rent
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,10 OMR,120.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Maabilah,Al Maabilah,10 OMR,140.0,Sq. M.,For Rent
Apartments for Rent in Muscat Amerat,Amerat,10 OMR,140.0,Sq. M.,For Rent
50 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,Sohar,13 OMR,50.0,Sq. M.,For Rent
60 m2 Studio Apartments for Rent in Muscat Bosher,Bosher,185 OMR,60.0,Sq. M.,For Rent
30 m2 Studio Apartments for Rent in Muscat Al Mawaleh,Al Mawaleh,120 OMR,30.0,Sq. M.,For Rent
60 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,Al Khuwair,145 OMR,60.0,Sq. M.,For Rent
30 m2 Studio Apartments for Rent in Muscat Bosher,Bosher,190 OMR,30.0,Sq. M.,For Rent
40 m2 Studio Apartments for Rent in Muscat Azaiba,Azaiba,190 OMR,40.0,Sq. M.,For Rent
Furnished Daily in Al Batinah Sohar,Sohar,6 OMR,140.0,Sq. M.,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Wadi Al Kabir,Wadi Al Kabir,160 OMR,70.0,Sq. M.,For Rent
60 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,Ghala,165 OMR,60.0,Sq. M.,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,300.0,Sq. M.,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Taqah,Taqah,100 OMR,400.0,Sq. M.,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,55 OMR,250.0,Sq. M.,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,1 OMR,200.0,Sq. M.,For Rent
140 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,Al Khoud,175 OMR,140.0,Sq. M.,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,65 OMR,150.0,Sq. M.,For Rent
280 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,10 OMR,280.0,Sq. M.,For Rent
25 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,"1,000 OMR",25.0,Sq. M.,For Rent
220 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,80 OMR,220.0,Sq. M.,For Rent
190 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,190.0,Sq. M.,For Rent
120 m2 1 Bedroom Apartments for Rent in Muscat Seeb,Seeb,100 OMR,120.0,Sq. M.,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,70 OMR,200.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,100.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,40 OMR,200.0,Sq. M.,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,60 OMR,600.0,Sq. M.,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Seeb,Seeb,150 OMR,70.0,Sq. M.,For Rent
220 m2 1 Bedroom Apartments for Rent in Muscat Seeb,Seeb,190 OMR,220.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,15 OMR,100.0,Sq. M.,For Rent
"STUDIO ROOM TOP FLOOR SEPARATE ENTRANCE VISITORS ALLOWED FULL PRIVACY, separate staircase HAPPY STAY",Al Buraimi,10 OMR,30.0,Sq. M.,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,Salala,20 OMR,70.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,160 OMR,80.0,Sq. M.,For Rent
Furnished Daily in Dhofar Other,Other,20 OMR,140.0,Sq. M.,For Rent
61 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,61.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Muttrah,Muttrah,220 OMR,100.0,Sq. M.,For Rent
‏بوتيك ملابس ‏بتصميم ‏راقي ومميز للإخلاء في مشروع ذا فليج على الشاطئ الحيل الشمالية,Al-Hail,"3,000 OMR",35.0,Sq. M.,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,1 OMR,300.0,Sq. M.,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,600.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,60 OMR,100.0,Sq. M.,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,200.0,Sq. M.,For Rent
230 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,85 OMR,230.0,Sq. M.,For Rent
131 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,Amerat,100 OMR,131.0,Sq. M.,For Rent
75 m2 1 Bedroom Apartments for Rent in Muscat Bosher,Bosher,300 OMR,75.0,Sq. M.,For Rent
50 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,140 OMR,50.0,Sq. M.,For Rent
للايجار محل تجاري  بالسيب  الشرادي Shop for Rent at Seeb Al Sharadi,Seeb,250 OMR,30.0,Sq. M.,For Rent
90 m2 Studio Apartments for Rent in Muscat Al Khuwair,Al Khuwair,180 OMR,90.0,Sq. M.,For Rent
Furnished Daily in Muscat Qurm,Qurm,15 OMR,140.0,Sq. M.,For Rent
Furnished Yearly in Muscat Al Khuwair,Al Khuwair,50 OMR,140.0,Sq. M.,For Rent
1 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,8 OMR,1.0,Sq. M.,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,40 OMR,120.0,Sq. M.,For Rent
600 m2 4 Bedrooms Villa for Rent in Al Batinah Barka,Barka,400 OMR,600.0,Sq. M.,For Rent
83 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,83.0,Sq. M.,For Rent
210 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,Seeb,140 OMR,210.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Dhofar Salala,Salala,70 OMR,5.0,Sq. M.,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Other,Other,40 OMR,150.0,Sq. M.,For Rent
103 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,103.0,Sq. M.,For Rent
More than 6 bedrooms Chalet for Rent in Al Sharqiya Sur,Sur,100 OMR,600.0,Sq. M.,For Rent
Big room in Al kuwair nice place,Al Khuwair,120 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Mawaleh,Al Mawaleh,40 OMR,140.0,Sq. M.,For Rent
شقق للإيجار اليومي طاقة + بيت للإيجار اليومي,Taqah,35 OMR,300.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,50 OMR,300.0,Sq. M.,For Rent
85 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,85.0,Sq. M.,For Rent
400 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,25 OMR,400.0,Sq. M.,For Rent
2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,2.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,80.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,15 OMR,140.0,Sq. M.,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,Salala,55 OMR,70.0,Sq. M.,For Rent
260 m2 3 Bedrooms Villa for Rent in Al Dakhiliya Nizwa,Nizwa,180 OMR,260.0,Sq. M.,For Rent
Furnished Daily in Muscat Al-Hail,Al-Hail,8 OMR,140.0,Sq. M.,For Rent
548 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,Al Maabilah,500 OMR,548.0,Sq. M.,For Rent
Apartment for sharing only for working ladies . Wifi available Neatly maintained .,Bosher,110 OMR,50.0,Sq. M.,For Rent
210 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,Al Khoud,10 OMR,210.0,Sq. M.,For Rent
مقهى شبه جاهز للإيجار بالسويق وتجهيزات حديثة حسب اشتراطات البلدية A semi-finished café for rent in S,Suwaiq,100 OMR,29.0,Sq. M.,For Rent
200 m2 4 Bedrooms Townhouse for Rent in Muscat Amerat,Amerat,300 OMR,200.0,Sq. M.,For Rent
Elegant Furnished Apartment for Rent in Al Mouj – Marina View  Block A,Al Mouj,550 OMR,150.0,Sq. M.,For Rent
111 m2 3 Bedrooms Townhouse for Rent in Muscat Seeb,Seeb,"72,000 OMR",111.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,30 OMR,120.0,Sq. M.,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,300.0,Sq. M.,For Rent
3BHK flat for rent/   وصالة للايجارشقة ثلاث غرف,Ruwi,170 OMR,95.0,Sq. M.,For Rent
750 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,28 OMR,750.0,Sq. M.,For Rent
320 m2 More than 6 bedrooms Apartments for Rent in Muscat Ansab,Ansab,300 OMR,320.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,190 OMR,80.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Qurm,Qurm,100 OMR,140.0,Sq. M.,For Rent
100 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,35 OMR,100.0,Sq. M.,For Rent
denting paint garage for sale للبيع جراج للسمكرة والدهان,Al Maabilah,"7,500 OMR",150.0,Sq. M.,For Rent
300 m2 More than 6 bedrooms Townhouse for Rent in Al Dakhiliya Nizwa,Nizwa,200 OMR,300.0,Sq. M.,For Rent
85 m2 1 Bedroom Apartments for Rent in Al Batinah Barka,Barka,16 OMR,85.0,Sq. M.,For Rent
85 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,1 OMR,85.0,Sq. M.,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,Al Maabilah,600 OMR,300.0,Sq. M.,For Rent
160 m2 3 Bedrooms Apartments for Rent in Muscat Azaiba,Azaiba,290 OMR,160.0,Sq. M.,For Rent
Furnished Daily in Al Dakhiliya Nizwa,Nizwa,10 OMR,140.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,100.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,12 OMR,140.0,Sq. M.,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,60 OMR,400.0,Sq. M.,For Rent
30 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,Ansab,260 OMR,30.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Ghubrah,Ghubrah,170 OMR,100.0,Sq. M.,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,Al Maabilah,430 OMR,300.0,Sq. M.,For Rent
400 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,Al Maabilah,500 OMR,400.0,Sq. M.,For Rent
300 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,80 OMR,300.0,Sq. M.,For Rent
200 m2 3 Bedrooms Apartments for Rent in Muscat Ansab,Ansab,310 OMR,200.0,Sq. M.,For Rent
10 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,80 OMR,10.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,220 OMR,100.0,Sq. M.,For Rent
محل للايجار او البيع,Azaiba,750 OMR,50.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Qurm,Qurm,250 OMR,100.0,Sq. M.,For Rent
RF66 - 2BHK FLAT FOR RENT IN RUWI MBD AREA,Ruwi,250 OMR,90.0,Sq. M.,For Rent
Semi Furnished Daily in Muscat Ansab,Ansab,10 OMR,140.0,Sq. M.,For Rent
Shops for rent on Al Mina street immediately.....محلات للإيجار في موقع متميز,Muttrah,160 OMR,32.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,13 OMR,100.0,Sq. M.,For Rent
140 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,140.0,Sq. M.,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,85 OMR,300.0,Sq. M.,For Rent
Industrial Land for Rent in Muscat Al Maabilah,Al Maabilah,550 OMR,140.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,80.0,Sq. M.,For Rent
205 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,Other,30 OMR,205.0,Sq. M.,For Rent
مكتب فى قلب الخوير داخل مجمع الياسمين مقابل ماكدونلد وقريب فندق ريدسون بلو واسواق الامارات,Al Khuwair,165 OMR,8.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,100.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,55 OMR,100.0,Sq. M.,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,180 OMR,90.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,Sohar,220 OMR,120.0,Sq. M.,For Rent
254 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,254.0,Sq. M.,For Rent
160 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,Al Mouj,60 OMR,160.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,220 OMR,120.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Muscat Seeb,Seeb,30 OMR,210.0,Sq. M.,For Rent
Villa for Rent in MQ,Madinat As Sultan Qaboos,"1,000 OMR",1111.0,Sq. M.,For Rent
150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,150.0,Sq. M.,For Rent
1 Bedroom Chalet for Rent in Dhofar Other,Other,35 OMR,80.0,Sq. M.,For Rent
ورشة للإيجار في صناعيه / workshop for rent in Industrial,Misfah,75 OMR,35.0,Sq. M.,For Rent
4 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,4.0,Sq. M.,For Rent
1 m2 3 Bedrooms Villa for Rent in Muscat Amerat,Amerat,1 OMR,1.0,Sq. M.,For Rent
215 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,100 OMR,215.0,Sq. M.,For Rent
Executive Bachelor room furnished room for rent,Darsait,65 OMR,140.0,Sq. M.,For Rent
60 m2 Studio Apartments for Rent in Muscat Azaiba,Azaiba,185 OMR,60.0,Sq. M.,For Rent
36 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,25 OMR,36.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,13 OMR,100.0,Sq. M.,For Rent
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,100 OMR,300.0,Sq. M.,For Rent
22222 m2 1 Bedroom Apartments for Rent in Muscat Bosher,Bosher,170 OMR,22222.0,Sq. M.,For Rent
مكاتب وشقق فخمة للايجار في قلب سوق السيب,Seeb,220 OMR,70.0,Sq. M.,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,500.0,Sq. M.,For Rent
450 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,140 OMR,450.0,Sq. M.,For Rent
400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,400.0,Sq. M.,For Rent
85 m2 Studio Townhouse for Rent in Al Batinah Rustaq,Rustaq,65 OMR,85.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Suwaiq,Suwaiq,50 OMR,1200.0,Sq. M.,For Rent
Apartment for rent in Qurum,Qurm,450 OMR,1111.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,25 OMR,140.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,Seeb,210 OMR,120.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khoud,Al Khoud,85 OMR,140.0,Sq. M.,For Rent
534 m2 More than 6 bedrooms Townhouse for Rent in Al Wustaa Al Duqum,Al Duqum,"1,500 OMR",534.0,Sq. M.,For Rent
22222 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,750 OMR,22222.0,Sq. M.,For Rent
500 m2 3 Bedrooms Villa for Rent in Dhofar Salala,Salala,60 OMR,500.0,Sq. M.,For Rent
600 m2 5 Bedrooms Villa for Rent in Muscat Al Khoud,Al Khoud,700 OMR,600.0,Sq. M.,For Rent
650 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,80 OMR,650.0,Sq. M.,For Rent
650 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,130 OMR,650.0,Sq. M.,For Rent
150 m2 Studio Apartments for Rent in Dhofar Salala,Salala,35 OMR,150.0,Sq. M.,For Rent
"Apartment for rent in sohar ,Alhambar area near the Indian school second floor 140 rail",Sohar,140 OMR,150.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,100.0,Sq. M.,For Rent
82 m2 Studio Apartments for Rent in Dhofar Taqah,Taqah,45 OMR,82.0,Sq. M.,For Rent
Renovated 2BHK Flat Available for Rent in Al Khuwair,Al Khuwair,280 OMR,100.0,Sq. M.,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,16 OMR,100.0,Sq. M.,For Rent
8 m2 1 Bedroom Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,10 OMR,8.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,45 OMR,140.0,Sq. M.,For Rent
1 Bedroom Chalet for Rent in Al Batinah Barka,Barka,35 OMR,300.0,Sq. M.,For Rent
مهمتنا: نوفر لك مكاتب للايجار يومي وشهري وسنوي +  عمل عقود الايجار المؤقتة المعتمدة,Ghala,100 OMR,500.0,Sq. M.,For Rent
1000 m2 More than 6 bedrooms Townhouse for Rent in Muscat Ansab,Ansab,120 OMR,1000.0,Sq. M.,For Rent
NEW 1 BHK FOR RENT IN AL ANSAB,Ansab,220 OMR,56.0,Sq. M.,For Rent
"Studio For Rent in Alwadi Alkabir, Great Location Near to Alwadi Alkabir bridge",Wadi Al Kabir,105 OMR,12.0,Sq. M.,For Rent
For Rent Warehouse at Ghala Industrial Area,Ghala,"3,000 OMR",1056.0,Sq. M.,For Rent
For rent luxury villas in North Ghubra,Ghubrah,900 OMR,580.0,Sq. M.,For Rent
For rent luxury Flat 3 bedrooms in Alqurum near CCC,Qurm,450 OMR,100.0,Sq. M.,For Rent
78 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,78.0,Sq. M.,For Rent
"Very Specious Appartments at Alwadi Alkabir, Great Location Near to Alwadi Alkab",Wadi Al Kabir,195 OMR,90.0,Sq. M.,For Rent
For rent luxury Flat 2 BR in Alqurum Opposite Alqurum park.,Qurm,450 OMR,120.0,Sq. M.,For Rent
Office Space FOR RENT at Al-Qurum Near to Qurum Natural Park,Qurm,570 OMR,95.0,Sq. M.,For Rent
For rent luxury Flat 1 BR in Alqurum Opposite Alqurum park.,Qurm,350 OMR,120.0,Sq. M.,For Rent
For Rent Residential Luxury villa At MSQ,Madinat As Sultan Qaboos,"1,000 OMR",416.0,Sq. M.,For Rent
110 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,Al Mawaleh,375 OMR,110.0,Sq. M.,For Rent
BASEMENT 175 M2,Al Mawaleh,"1,000 OMR",175.0,Sq. M.,For Rent
60 m2 Studio Apartments for Rent in Dhofar Salala,Salala,1 OMR,60.0,Sq. M.,For Rent
1 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,1 OMR,1.0,Sq. M.,For Rent
MQ Villa for Rent  5 Bedrooms + Maid Room  Access to Pool & Gym,Madinat As Sultan Qaboos,850 OMR,300.0,Sq. M.,For Rent
Room for rent D3,Azaiba,300 OMR,140.0,Sq. M.,For Rent
20 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,Al Maabilah,85 OMR,20.0,Sq. M.,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,90.0,Sq. M.,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,75 OMR,300.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Muscat Amerat,Amerat,35 OMR,400.0,Sq. M.,For Rent
160 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,40 OMR,160.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,50 OMR,300.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Al Batinah Saham,Saham,85 OMR,100.0,Sq. M.,For Rent
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,600.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,Barka,50 OMR,200.0,Sq. M.,For Rent
360 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,35 OMR,360.0,Sq. M.,For Rent
#REF725   Modern Building in Muttrah consist of 2BHK for rent @ 210/- RO,Muttrah,210 OMR,100.0,Sq. M.,For Rent
500 m2 Studio Apartments for Rent in Muscat Al Khuwair,Al Khuwair,180 OMR,500.0,Sq. M.,For Rent
مبنى ومحلات وشقق للايجار لوى الصناعية,Liwa,50 OMR,1150.0,Sq. M.,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,30 OMR,300.0,Sq. M.,For Rent
sifah apartments for rent,Al-Sifah,30 OMR,35.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khuwair,Al Khuwair,90 OMR,140.0,Sq. M.,For Rent
Commercial Land for Rent in Al Dakhiliya Sumail,Sumail,"1,000 OMR",140.0,Sq. M.,For Rent
